timestamp,distance
2025-05-04 17:17:22,174.85
2025-05-04 17:17:22,174.85
2025-05-04 17:17:23,175.25
2025-05-04 17:17:24,175.71
2025-05-04 17:17:24,175.25
2025-05-04 17:17:25,175.27
2025-05-04 17:17:25,175.68
