timestamp,distance
2025-05-02 16:01:36,31.5
2025-05-02 16:01:36,32.1
2025-05-02 16:18:34,2406.18
2025-05-02 16:18:35,2405.87
2025-05-02 16:18:36,2405.67
2025-05-02 16:18:37,2405.76
2025-05-02 16:18:37,2405.91
2025-05-02 16:18:38,2405.96
2025-05-02 16:18:39,2405.72
2025-05-02 16:18:39,2405.91
